"站点地址","站点名称","站点编号","站点加盟日期","银行业务签约日期","签约银行","站点卡数","站点余额","卡均余额"
"河北省石家庄市辛集市天宫营乡郭王宋村","辛集市天宫营乡郭王宋村","13010321","2015-01-12 11:43:47","2015-01-12 11:43:47","中国银行","308","2460000.00","7987.012987"
"河南省三门峡市陕县西张村镇西阳村","西张村街惠农支付服务点","41120009","2015-01-15 00:00:00","2015-01-12 13:52:32","中国银行","292","102218.53","350.063459"
"安徽省六安市寿县堰口镇江黄村","江黄村","34150003","2015-01-12 13:53:37","2015-01-12 13:53:37","中国银行","0","0.00",\N
"河南省三门峡市陕县菜园乡菜元村","菜园乡惠农支付服务点","41120010","2015-01-12 13:59:46","2015-01-12 13:59:46","中国银行","243","563371.74","2318.402222"
"河南省三门峡市陕县张湾乡大坪村","陕县张湾乡大坪村","41120011","2015-01-12 14:09:40","2015-01-12 14:09:40","中国银行","143","1058.76","7.403916"
"河南省新乡市凤泉区大块镇块村营村","新乡市凤泉区大块镇块村营社区惠农点王嘉琪","41070051","2015-01-12 14:52:11","2015-01-12 14:52:11","中国银行","1994","1704050.62","854.589077"
"河南省驻马店市汝南县南余店乡郭店村","中国银行汝南县古塔街道付楼助农服务点","41170004","2015-01-12 15:00:56","2015-01-12 15:00:56","中国银行","638","11309906.91","17727.126818"
"河南省驻马店市西平县二郎乡黄通庄村","西平县权寨镇权寨街助农服务点","41170005","2015-01-12 15:04:53","2015-01-12 15:04:53","中国银行","308","232361.97","754.421981"
"河南省驻马店市上蔡县黄埠镇小王庄村","东洪乡小王庄","41170007","2015-01-12 15:08:51","2015-01-12 15:08:51","中国银行","99","334947.09","3383.303939"
"河南省驻马店市遂平县查岈山风景区查岈山村","嵖岈山镇街","41170009","2015-01-12 15:12:01","2015-01-12 15:12:01","中国银行","0","0.00",\N
"河南省驻马店市遂平县查岈山乡红石崖村","遂平县产业集聚区徐店助农服务","41170010","2015-01-12 15:13:37","2015-01-12 15:13:37","中国银行","720","2295112.52","3187.656278"
"河南省安阳市汤阴县韩庄乡王佐村","汤阴县王佐村李娜助农取款服务点","41050042","2015-01-12 15:15:02","2015-01-12 15:15:02","中国银行","174","2949935.98","16953.655057"
"河南省新乡市辉县市百泉镇东刘店","辉县市百泉镇东刘店村助农取款服务点","41070057","2015-01-12 15:15:18","2015-01-12 15:15:18","中国银行","392","27055696.79","69019.634668"
"河南省南阳市南召县南河店镇南河店村","南召县南河店镇南河店村助农点","41130029","2015-01-12 15:19:23","2015-01-12 15:19:23","中国银行","1012","2544128.21","2513.960682"
"河北省邢台市沙河市褡裢街道办事处南汪村","高开区留村镇南阳村","13050103","2015-01-12 16:01:15","2015-01-12 16:01:15","中国银行","446","7760000.00","17399.103139"
"河北省廊坊市霸州市康仙庄乡小安庄村","霸州市信安镇信安街2","13100031","2015-01-12 00:00:00","2015-01-12 00:00:00","中国银行","394","1000000.00","2538.071066"
"甘肃省张掖市甘州区沙井镇沙井村","沙井镇沙井村","62070017","2015-01-12 16:06:12","2015-01-12 16:06:12","中国银行","385","56962.46","147.954442"
"河南省新乡市长垣县张三寨乡崔安和村","长垣营业部长垣县张三占镇崔安和村惠农支付服务点","41070066","2015-01-12 16:06:17","2015-01-12 16:06:17","中国银行","621","7981932.00","12853.352657"
"河北省沧州市吴桥县杨家寺乡小天罡村","吴桥县杨家寺乡小天罡村","13090188","2015-01-12 16:21:21","2015-01-12 16:21:21","中国银行","473","6230000.00","13171.247357"
"河南省新乡市辉县市孟庄镇范屯村","辉县市 孟庄镇范屯村","41070069","2015-01-12 16:37:25","2015-01-12 16:37:25","中国银行","1497","6866669.65","4586.953674"
"河南省新乡市辉县市北云门镇姬家寨村","佳怡社区","41070074","2015-01-12 16:52:57","2015-01-12 16:52:57","中国银行","0","0.00",\N
"河南省新乡市新乡县朗公庙镇朗南街村","新乡市朗公庙镇朗公庙村助农取款服务点","41070077","2015-01-12 16:58:48","2015-01-12 16:58:48","中国银行","1632","2829395.00","1733.697917"
"河北省秦皇岛市昌黎县龙家店镇绕湾西村","昌黎县龙家店镇绕湾村","13030074","2015-01-12 17:22:06","2015-01-12 17:22:06","中国银行","287","1550000.00","5400.696864"
"河南省开封市通许县厉庄乡厉庄村","开封市通许县厉庄乡厉庄村惠农支付服务点","41020026","2015-01-12 19:39:13","2015-01-12 19:39:13","中国银行","208","1307930.88","6288.129231"
"河南省安阳市汤阴县韩庄乡","汤阴县羑河村郭强助农取款服务点","41050043","2015-01-12 19:42:17","2015-01-12 19:42:17","中国银行","218","1791760.63","8219.085459"
"河南省开封市开封县陈留镇西街村","开封市祥符区朱仙镇西大街村委惠农支付服务点","41020027","2015-01-12 19:45:25","2015-01-12 19:45:25","中国银行","375","990328.55","2640.876133"
"河南省开封市通许县大岗李乡蒲口村","开封市通许县大岗李镇蒲口村惠农支付服务点","41020028","2015-01-12 20:00:04","2015-01-12 20:00:04","中国银行","547","4451861.49","8138.686453"
"河南省周口市太康县高朗乡后刘村","太康县高朗乡后刘行政村惠农支付服务点","41160017","2014-12-30 00:00:00","2015-01-12 21:26:29","中国银行","165","755806.08","4580.642909"
"河北省承德市兴隆县孤山子乡榆木岭村","兴隆县孤山子乡榆木岭村","13080117","2015-01-12 21:52:01","2015-01-12 21:52:01","中国银行","425","1810000.00","4258.823529"
"河南省周口市扶沟县吕潭乡吕二村","扶沟县吕潭镇","41160020","2014-12-29 00:00:00","2015-01-12 22:38:58","中国银行","348","758704.30","2180.184770"
"山东省烟台市莱阳市谭格庄镇邢格庄村","邢格庄村","37060271","2015-01-13 08:04:13","2015-01-13 08:04:13","中国银行","0","5370023.51",\N
"山东省烟台市莱阳市沐浴店镇磊山后村","磊山后村","37060273","2015-01-13 08:20:21","2015-01-13 08:20:21","中国银行","0","0.00",\N
"山东省烟台市莱阳市龙旺庄街道北龙旺庄村","北龙旺庄村网点","37060274","2015-01-13 08:22:17","2015-01-13 08:22:17","中国银行","0","80000.00",\N
"山东省烟台市莱阳市吕格庄镇东马格庄村","东吕格庄村","37060275","2015-01-13 08:24:45","2015-01-13 08:24:45","中国银行","0","0.00",\N
"河南省平顶山市汝州市杨楼乡杨楼村","汝州市杨楼镇杨楼村陈登高助农金融","41040009","2015-01-13 09:12:49","2015-01-13 09:12:49","中国银行","240","84088.84","350.370167"
"河南省平顶山市鲁山县尧山镇下坪村","平顶山市鲁山县下汤镇吴铁根助农金融","41040010","2015-01-13 09:17:45","2015-01-13 09:17:45","中国银行","230","166427.02","723.595739"
"河南省新乡市长垣县魏庄镇毛参木村","新乡市长垣县魏庄镇参木村惠农支付服务点","41070088","2015-01-13 09:39:34","2015-01-13 09:39:34","中国银行","378","1622783.76","4293.078730"
"河南省新乡市长垣县魏庄镇梁占村","新乡市长垣县魏庄镇梁占村惠农支付服务点","41070090","2015-01-13 09:54:00","2015-01-13 09:54:00","中国银行","97","267773.98","2760.556495"
"河北省秦皇岛市卢龙县下寨乡毛家店村","卢龙镇毛家店村","13030075","2015-01-13 10:03:00","2015-01-13 10:03:00","中国银行","585","23480000.00","40136.752137"
"河北省石家庄市正定县西平乐乡南化村","正定县西平乐乡南化村","13010322","2015-01-13 10:25:25","2015-01-13 10:25:25","中国银行","596","5210000.00","8741.610738"
"江苏省盐城市响水县老舍乡老舍","响水区双港镇老舍村","32090054","2015-01-13 10:27:57","2015-01-13 10:27:57","中国银行","0","0.00",\N
"河北省石家庄市正定县南牛乡曹村","正定县曹村","13010323","2015-01-13 10:29:14","2015-01-13 10:29:14","中国银行","151","25580000.00","169403.973510"
"江苏省盐城市建湖县冈西镇蔡港村","建湖县冈西镇蔡港村","32090055","2015-01-13 10:43:12","2015-01-13 10:43:12","中国银行","0","0.00",\N
"江苏省盐城市滨海县八巨镇前案村","八巨镇前案村","32090056","2015-01-13 10:49:01","2015-01-13 10:49:01","中国银行","0","0.00",\N
"河北省石家庄市元氏县南因镇南因二街村","元氏县南因镇南因二街村","13010326","2015-01-13 10:50:23","2015-01-13 10:50:23","中国银行","489","1960000.00","4008.179959"
"江苏省盐城市滨海县五汛镇港浜村","五汎镇港滨村","32090057","2015-01-13 10:56:28","2015-01-13 10:56:28","中国银行","0","0.00",\N
"江苏省盐城市亭湖区五星街道东闸村","盐东镇东南村","32090058","2015-01-13 11:00:35","2015-01-13 11:00:35","中国银行","0","0.00",\N
"江苏省盐城市建湖县冈西镇左幼村","建湖县高新区走子村","32090059","2015-01-13 11:04:23","2015-01-13 11:04:23","中国银行","0","0.00",\N
"江苏省盐城市建湖县高作镇光明村","建湖县高作镇光明村","32090060","2015-01-13 11:08:23","2015-01-13 11:08:23","中国银行","0","0.00",\N
"山东省济南市长清区归德镇后夏庄村","济南市长清区归德镇后夏村助农服务点","37010330","2015-01-13 11:29:58","2015-01-13 11:29:58","中国银行","309","724434.94","2344.449644"
"江苏省盐城市东台市南沈灶镇港桥村","南沈灶镇港桥村","32090061","2015-01-13 11:36:11","2015-01-13 11:36:11","中国银行","0","0.00",\N
"河北省石家庄市鹿泉市上庄镇上庄村","鹿泉区上庄镇上庄村","13010330","2015-01-13 11:38:33","2015-01-13 11:38:33","中国银行","208","1810000.00","8701.923077"
"河南省洛阳市偃师市府店镇参驾店村","洛阳市偃师县府店镇参驾店村惠农服务点","41030010","2015-01-28 00:00:00","2015-01-13 11:50:45","中国银行","392","1232233.00","3143.451531"
"河北省石家庄市鹿泉市上寨乡上寨村","鹿泉区上寨乡上寨村","13010331","2015-01-13 11:52:21","2015-01-13 11:52:21","中国银行","154","1700000.00","11038.961039"
"江苏省镇江市丹徒区高桥镇京江村","高桥镇京江村","32110001","2015-01-13 11:53:43","2015-01-13 11:53:43","中国银行","0","0.00",\N
"河北省石家庄市鹿泉市上庄镇韩庄村","鹿泉区上庄镇韩庄村","13010332","2015-01-13 11:55:50","2015-01-13 11:55:50","中国银行","806","4750000.00","5893.300248"
"河北省石家庄市晋州市马于镇西赵家庄村","晋州市桃园镇西赵庄村","13010333","2015-01-13 12:00:54","2015-01-13 12:00:54","中国银行","0","0.00",\N
"河北省石家庄市井陉县孙庄乡冶里村","井陉孙庄乡冶里村助农服务点","13010337","2015-01-13 13:49:23","2015-01-13 13:49:23","中国银行","327","2440000.00","7461.773700"
"江苏省镇江市丹阳市埤城镇西丰村","埠城区丹北镇西丰村","32110002","2015-01-13 14:16:20","2015-01-13 14:16:20","中国银行","0","0.00",\N
"江苏省镇江市丹阳市埤城镇常兴村","埠城镇常兴村","32110003","2015-01-13 14:17:41","2015-01-13 14:17:41","中国银行","0","0.00",\N
"河北省石家庄市晋州市总十庄镇胡士庄村","晋州市总十庄镇胡士庄村","13010340","2015-01-13 14:18:35","2015-01-13 14:18:35","中国银行","728","14030000.00","19271.978022"
"江苏省镇江市丹阳市埤城镇尧巷村","埠城镇尧巷村","32110004","2015-01-13 14:18:37","2015-01-13 14:18:37","中国银行","0","0.00",\N
"江苏省南通市如东掘港镇洋岸村","掘港镇洋岸村","32060001","2015-01-13 14:26:24","2015-01-13 14:26:24","中国银行","0","0.00",\N
"河北省石家庄市元氏县槐阳镇来厢村","元氏县槐阳镇来厢村中行","13010341","2015-01-13 14:30:44","2015-01-13 14:30:44","中国银行","353","3010000.00","8526.912181"
"安徽省铜陵市枞阳县金社乡云岭村","铜陵枞阳县金社乡云岭村助农服务点","34080004","2015-01-13 14:32:46","2015-01-13 14:32:46","中国银行","291","1443526.32","4960.571546"
"河北省石家庄市赵县韩村镇小吕庄村","赵县韩村镇小吕村","13010342","2015-01-13 14:33:13","2015-01-13 14:33:13","中国银行","516","7350000.00","14244.186047"
"甘肃省兰州市红古区花庄镇王家庄村","花庄镇王家村服务点","62010008","2015-01-13 14:33:56","2015-01-13 14:33:56","中国银行","254","1662386.46","6544.828583"
"河北省石家庄市赵县谢庄乡东姚家庄村","赵县谢庄乡东姚家庄村","13010343","2015-01-13 14:34:01","2015-01-13 14:34:01","中国银行","360","6200000.00","17222.222222"
"江苏省盐城市射阳县长荡镇长荡","长荡镇长荡村","32090062","2015-01-13 14:34:24","2015-01-13 14:34:24","中国银行","0","0.00",\N
"河北省石家庄市元氏县苏阳乡东城角村","元氏县苏阳乡东城角村","13010344","2015-01-13 14:36:02","2015-01-13 14:36:02","中国银行","229","1270000.00","5545.851528"
"甘肃省兰州市红古区红古乡新建村","红古乡新建村服务点","62010009","2015-01-13 14:36:20","2015-01-13 14:36:20","中国银行","85","2144.04","25.224000"
"河北省石家庄市赵县谢庄乡常信二村","赵县谢庄乡常信二村","13010345","2015-01-13 14:37:04","2015-01-13 14:37:04","中国银行","690","6900000.00","10000.000000"
"江苏省盐城市射阳县新坍镇金塘村","新坍镇金塘村","32090063","2015-01-13 14:37:35","2015-01-13 14:37:35","中国银行","0","0.00",\N
"甘肃省兰州市红古区红古乡薛家村","红古乡新建村服务点","62010010","2015-01-13 14:38:48","2015-01-13 14:38:48","中国银行","0","0.00",\N
"江苏省盐城市射阳县新坍镇小闸口","新坍镇小闸口村","32090064","2015-01-13 14:40:10","2015-01-13 14:40:10","中国银行","0","0.00",\N
"河北省石家庄市赵县韩村镇东罗村","赵县韩村镇东罗村","13010346","2015-01-13 14:40:55","2015-01-13 14:40:55","中国银行","383","2660000.00","6945.169713"
"甘肃省兰州市红古区红古乡红古村","红古乡红古城服务点","62010011","2015-01-13 14:41:48","2015-01-13 14:41:48","中国银行","22","519.67","23.621364"
"江苏省盐城市射阳县通洋镇文明村","四明镇文明村","32090065","2015-01-13 14:43:37","2015-01-13 14:43:37","中国银行","0","0.00",\N
"甘肃省兰州市红古区红古乡水车湾村","红古乡水车湾服务点","62010012","2015-01-13 14:44:31","2015-01-13 14:44:31","中国银行","4","20528.71","5132.177500"
"江苏省盐城市射阳县四明镇建华村","四明镇建华村","32090066","2015-01-13 14:46:42","2015-01-13 14:46:42","中国银行","0","0.00",\N
"河北省石家庄市赵县韩村镇苏家疃二村","赵县韩村镇苏家疃二村","13010347","2015-01-13 14:47:04","2015-01-13 14:47:04","中国银行","689","25270000.00","36676.342525"
"甘肃省兰州市红古区花庄镇河咀村","花庄镇河咀村服务点","62010013","2015-01-13 14:49:22","2015-01-13 14:49:22","中国银行","147","412715.78","2807.590340"
"江苏省盐城市射阳县特庸镇长胜村","特康镇长胜村","32090067","2015-01-13 14:50:21","2015-01-13 14:50:21","中国银行","0","0.00",\N
"江苏省盐城市阜宁县阜城镇杜庄村","阜宁县沟墩镇墩兆村","32090068","2015-01-13 14:50:42","2015-01-13 14:50:42","中国银行","0","0.00",\N
"甘肃省兰州市红古区花庄镇柳家村","花庄镇柳家村服务点","62010014","2015-01-13 14:52:33","2015-01-13 14:52:33","中国银行","84","142225.90","1693.165476"
"江苏省盐城市射阳县海河镇高华村","合德镇七华村","32090069","2015-01-13 14:53:06","2015-01-13 14:53:06","中国银行","0","0.00",\N
"河北省石家庄市赵县范庄镇任庄村","赵县杨户乡任庄","13010348","2015-01-13 14:53:14","2015-01-13 14:53:14","中国银行","545","7800000.00","14311.926606"
"河北省石家庄市赵县韩村镇赵村","赵县韩村镇赵村","13010349","2015-01-13 14:55:41","2015-01-13 14:55:41","中国银行","410","10540000.00","25707.317073"
"江苏省盐城市阜宁县施庄镇和平","阜宁县阜城镇和平村","32090070","2015-01-13 14:55:46","2015-01-13 14:55:46","中国银行","0","0.00",\N
"江苏省盐城市射阳县海河镇复兴村","海河镇复兴村","32090071","2015-01-13 14:55:54","2015-01-13 14:55:54","中国银行","0","0.00",\N
"江苏省盐城市阜宁县施庄镇桃园村","阜宁县金沙湖镇桃园村","32090072","2015-01-13 15:00:29","2015-01-13 15:00:29","中国银行","0","0.00",\N
"江苏省盐城市射阳县阜余镇沙东村","黄沙港镇射阳林场东北","32090073","2015-01-13 15:03:06","2015-01-13 15:03:06","中国银行","0","0.00",\N
"江苏省盐城市射阳县新坍镇新合村","新坍镇新合村","32090074","2015-01-13 15:05:58","2015-01-13 15:05:58","中国银行","0","0.00",\N
"江苏省盐城市亭湖区步凤镇新洼村","步凤镇新洼村","32090075","2015-01-13 15:08:42","2015-01-13 15:08:42","中国银行","0","0.00",\N
"江苏省盐城市亭湖区新兴镇新场村","新兴镇新场村","32090076","2015-01-13 15:12:44","2015-01-13 15:12:44","中国银行","0","0.00",\N
"江苏省盐城市亭湖区永丰镇陈台村","新兴镇陈台村","32090077","2015-01-13 15:15:52","2015-01-13 15:15:52","中国银行","0","0.00",\N
"河北省邢台市清河县油坊镇油坊村","清河县油坊镇油坊村","13050106","2015-01-13 15:16:58","2015-01-13 15:16:58","中国银行","318","2670000.00","8396.226415"
"江苏省盐城市亭湖区青墩镇陈井村","南洋镇陈井村","32090078","2015-01-13 15:18:20","2015-01-13 15:18:20","中国银行","0","0.00",\N
"江苏省盐城市亭湖区伍佑镇福兴村","伍佑镇福兴村","32090079","2015-01-13 15:21:34","2015-01-13 15:21:34","中国银行","0","0.00",\N
"江苏省盐城市亭湖区便仓镇西团村","使合镇西团村","32090080","2015-01-13 15:25:28","2015-01-13 15:25:28","中国银行","0","0.00",\N
"江苏省盐城市亭湖区新兴镇新永村","新兴镇新永村","32090081","2015-01-13 15:27:53","2015-01-13 15:27:53","中国银行","0","0.00",\N
"江苏省盐城市阜宁县陈良镇陈良村","阜宁县陈良镇陈良村","32090082","2015-01-13 15:29:51","2015-01-13 15:29:51","中国银行","0","0.00",\N
"江苏省盐城市亭湖区青墩镇才坝村","南阳镇柴坝村","32090083","2015-01-13 15:30:56","2015-01-13 15:30:56","中国银行","0","0.00",\N
"江苏省盐城市亭湖区南洋镇凤洋村","盐东镇曙阳村","32090084","2015-01-13 15:33:31","2015-01-13 15:33:31","中国银行","0","0.00",\N
"江苏省盐城市阜宁县新沟镇南湾村","阜宁县新沟镇南湾村","32090085","2015-01-13 15:35:25","2015-01-13 15:35:25","中国银行","0","0.00",\N
"江苏省盐城市亭湖区青墩镇青墩村","南洋镇青墩村","32090086","2015-01-13 15:36:03","2015-01-13 15:36:03","中国银行","0","0.00",\N
"江苏省盐城市亭湖区步凤镇李坝村","盐东镇李灶村","32090087","2015-01-13 15:39:46","2015-01-13 15:39:46","中国银行","0","0.00",\N
"江苏省盐城市阜宁县吴滩镇陈戴村","阜宁县吴滩镇陈戴村","32090088","2015-01-13 15:42:29","2015-01-13 15:42:29","中国银行","0","0.00",\N
"江苏省盐城市亭湖区永丰镇洪东村","黄光镇涵洞村","32090089","2015-01-13 15:42:59","2015-01-13 15:42:59","中国银行","0","0.00",\N
"江苏省盐城市阜宁县沟墩镇新建村","阜宁县吴滩镇小街村","32090090","2015-01-13 15:47:52","2015-01-13 15:47:52","中国银行","0","0.00",\N
"江苏省盐城市射阳县通洋镇通洋港","四明镇通洋港村","32090091","2015-01-13 15:48:13","2015-01-13 15:48:13","中国银行","0","0.00",\N
"江苏省盐城市亭湖区便仓镇金陈村","九龙口镇金徐村","32090092","2015-01-13 15:51:11","2015-01-13 15:51:11","中国银行","0","0.00",\N
"河南省新乡市红旗区小店镇常村","新乡市红旗区小店镇常村惠农支付服务点","41070114","2015-01-13 15:52:18","2015-01-13 15:52:18","中国银行","516","1103926.20","2139.391860"
"河北省石家庄市无极县无极镇柳见村","无极县无极镇柳见村助农点","13010353","2015-01-13 15:52:40","2015-01-13 15:52:40","中国银行","224","14260000.00","63660.714286"
"江苏省盐城市建湖县冈西镇左幼村","冈西镇左动村","32090093","2015-01-13 15:54:00","2015-01-13 15:54:00","中国银行","0","0.00",\N
"安徽省滁州市天长市城东新区天宝社区","天长市桐城镇张松明粮油店","34110022","2015-01-13 16:01:26","2015-01-13 16:01:26","建设银行","151","408202.26","2703.326225"
"江苏省盐城市阜宁县罗桥镇凤谷村","阜宁县罗桥镇凤谷村","32090094","2015-01-13 16:02:18","2015-01-13 16:02:18","中国银行","0","0.00",\N
"河北省石家庄市无极县七汲镇东流村","无极县七汲镇东流村助农点","13010356","2015-01-13 16:08:43","2015-01-13 16:08:43","中国银行","480","8620000.00","17958.333333"
"河南省新乡市获嘉县冯庄镇职王村","获嘉县冯庄镇职王村惠农支付服务点","41070118","2015-01-13 16:21:06","2015-01-13 16:21:06","中国银行","403","852949.34","2116.499603"
"江苏省盐城市阜宁县芦蒲镇马集村","阜宁县芦蒲镇马集村","32090095","2015-01-13 16:33:28","2015-01-13 16:33:28","中国银行","0","0.00",\N
"江苏省盐城市阜宁县罗桥镇沿街村","阜宁县罗桥镇沿街村","32090096","2015-01-13 16:38:25","2015-01-13 16:38:25","中国银行","0","0.00",\N
"江苏省盐城市阜宁县新沟镇吉沟村","阜宁县新沟镇吉沟村","32090097","2015-01-13 16:41:58","2015-01-13 16:41:58","中国银行","0","0.00",\N
"河北省石家庄市藁城市增村镇吴村铺村","藁城区增村镇吴村铺村","13010360","2015-01-13 16:44:47","2015-01-13 16:44:47","中国银行","456","15190000.00","33311.403509"
"江苏省盐城市阜宁县公兴镇公兴","阜宁县公兴镇公兴村","32090098","2015-01-13 16:47:41","2015-01-13 16:47:41","中国银行","0","0.00",\N
"江苏省盐城市阜宁县东沟镇北堆村","阜宁县合利镇北讯村","32090099","2015-01-13 16:52:40","2015-01-13 16:52:40","中国银行","0","0.00",\N
"河南省新乡市红旗区开发区办事处马庄村","新乡市开发区关堤乡南马庄助农金融","41070125","2015-01-13 16:55:04","2015-01-13 16:55:04","中国银行","541","5276908.54","9753.989908"
"江苏省盐城市阜宁县羊寨镇北沙","阜宁县羊寨镇北沙村","32090100","2015-01-13 16:56:22","2015-01-13 16:56:22","中国银行","0","0.00",\N
"河南省南阳市卧龙区蒲山镇蒲山一村","南阳分行营业部蒲山镇助农金融","41130030","2015-01-13 16:58:48","2015-01-13 16:58:48","中国银行","843","3297380.16","3911.482989"
"河北省石家庄市深泽县赵八乡大雾头村","深泽县赵八乡大勿头村","13010364","2015-01-13 17:11:55","2015-01-13 17:11:55","中国银行","601","10570000.00","17587.354409"
"河北省石家庄市正定县南楼乡厢同村","正定县南楼乡厢同村","13010365","2015-01-13 17:21:32","2015-01-13 17:21:32","中国银行","497","9260000.00","18631.790744"
"河北省石家庄市正定县南楼乡孔村","正定县南楼乡孔村","13010366","2015-01-13 17:24:35","2015-01-13 17:24:35","中国银行","317","990000.00","3123.028391"
"河北省石家庄市正定县正定镇岸下村","正定县正定镇岸下村","13010367","2015-01-13 17:27:52","2015-01-13 17:27:52","中国银行","109","400000.00","3669.724771"
"河北省石家庄市无极县里城道乡东大户村","无极县里城道乡东大户村助农点","13010368","2015-01-13 17:33:39","2015-01-13 17:33:39","中国银行","227","3780000.00","16651.982379"
"山东省烟台市莱阳市龙旺庄街道纪格庄村","烟台市莱阳市龙旺庄街道办事处纪格庄村助农服务点","37060276","2015-01-13 18:37:35","2015-01-13 18:37:35","中国银行","31","8057942.54","259933.630323"
"山东省烟台市莱阳市吕格庄镇响水沟村","响水沟村","37060277","2015-01-13 18:39:57","2015-01-13 18:39:57","中国银行","0","0.00",\N
"河南省三门峡市湖滨区高庙乡大安村","湖滨区高庙乡惠农服务点","41120014","2015-01-29 00:00:00","2015-01-13 18:40:15","中国银行","85","827015.21","9729.590706"
"山东省烟台市莱阳市吕格庄镇大梁子口村","大梁子口村","37060278","2015-01-13 18:41:26","2015-01-13 18:41:26","中国银行","0","0.00",\N
"山东省烟台市莱阳市河洛镇观音庙村","观音庙村","37060279","2015-01-13 18:42:57","2015-01-13 18:42:57","中国银行","0","0.00",\N
"河南省三门峡市陕县王家后乡葫果村","王家后柴洼乡惠农支付服务点","41120015","2015-01-18 00:00:00","2015-01-13 18:47:51","中国银行","160","509014.64","3181.341500"
"山东省烟台市莱阳市山前店镇万柳村","烟台市莱阳市万第镇助农服务点","37060280","2015-01-13 18:50:32","2015-01-13 18:50:32","中国银行","0","0.00",\N
"山东省烟台市莱阳市高格庄镇柳行鲍村","六中村","37060281","2015-01-13 18:52:24","2015-01-13 18:52:24","中国银行","0","0.00",\N
"山东省烟台市莱阳市吕格庄镇荆山后村","荆山后村","37060282","2015-01-13 18:54:19","2015-01-13 18:54:19","中国银行","0","0.00",\N
"山东省烟台市莱阳市团旺镇东团旺村","莱阳市团旺镇东团旺村助农服务点","37060283","2015-01-13 18:55:55","2015-01-13 18:55:55","中国银行","105","822109.15","7829.610952"
"河南省三门峡市义马市新区街道二十铺村","义马市新区办事卅里铺村社区惠农支付服务点","41120016","2015-01-13 18:57:34","2015-01-13 18:57:34","中国银行","238","615792.17","2587.362059"
"山东省烟台市莱阳市吕格庄镇牛百口村","牛百口村","37060284","2015-01-13 19:06:12","2015-01-13 19:06:12","中国银行","0","0.00",\N
"山东省烟台市莱阳市吕格庄镇大野头村","莱阳市吕格庄镇大野头村助农服务点","37060285","2015-03-18 00:00:00","2015-01-13 19:07:48","中国银行","264","2628918.89","9958.026098"
"山东省烟台市莱阳市姜疃镇凤头村","凤头村","37060286","2015-01-13 19:14:19","2015-01-13 19:14:19","中国银行","0","0.00",\N
"山东省烟台市莱阳市谭格庄镇南马庄村","南马村","37060287","2015-01-13 19:16:09","2015-01-13 19:16:09","中国银行","0","0.00",\N
"山东省烟台市莱阳市吕格庄镇西马格庄村","西马格庄","37060288","2015-01-13 19:18:49","2015-01-13 19:18:49","中国银行","0","0.00",\N
"山东省烟台市莱阳市冯格庄街道蜡树庄村","莱阳市冯格庄街道办事处蜡树庄村助农服务点","37060289","2015-01-13 19:21:41","2015-01-13 19:21:41","中国银行","0","991373.79",\N
"山东省烟台市莱阳市冯格庄街道天桥屯村","莱阳市冯格庄街道办事处天桥屯村助农服务点","37060290","2015-01-13 19:25:26","2015-01-13 19:25:26","中国银行","119","260944.73","2192.812857"
"山东省烟台市莱阳市冯格庄街道肖家疃村","莱阳市冯格庄街道办事处肖家疃村助农服务点","37060291","2015-01-13 19:27:25","2015-01-13 19:27:25","中国银行","1","672440.44","672440.440000"
"山东省烟台市莱阳市谭格庄镇北张格庄村","北张格庄村","37060292","2015-01-13 19:29:31","2015-01-13 19:29:31","中国银行","0","0.00",\N
"山东省烟台市莱阳市沐浴店镇黄崖底村","黄崖底村","37060293","2015-01-13 19:31:45","2015-01-13 19:31:45","中国银行","0","0.00",\N
"山东省烟台市莱阳市沐浴店镇大姚格庄村","莱阳市沐浴店镇大姚格庄村助农服务点","37060294","2015-01-13 19:34:19","2015-01-13 19:34:19","中国银行","117","178607.92","1526.563419"
"山东省烟台市莱阳市沐浴店镇门家沟村","门家沟村","37060295","2015-01-13 19:36:15","2015-01-13 19:36:15","中国银行","0","0.00",\N
"山东省烟台市莱阳市沐浴店镇官道村","官道村","37060296","2015-01-13 19:37:57","2015-01-13 19:37:57","中国银行","0","0.00",\N
"山东省烟台市莱阳市沐浴店镇中蒲格庄村","中蒲格庄村","37060297","2015-01-13 19:40:29","2015-01-13 19:40:29","中国银行","0","0.00",\N
"山东省烟台市莱阳市照旺庄镇大陶漳村","大陶漳村","37060298","2015-01-13 19:42:37","2015-01-13 19:42:37","中国银行","0","0.00",\N
"山东省烟台市莱阳市照旺庄镇祝家疃村","祝家疃村","37060299","2015-01-13 19:44:29","2015-01-13 19:44:29","中国银行","0","0.00",\N
"山东省烟台市莱阳市照旺庄镇西陶漳村","烟台市莱阳市照旺庄镇助农服务点","37060300","2015-01-13 19:47:39","2015-01-13 19:47:39","中国银行","149","24922.04","167.262013"
"山东省烟台市莱阳市吕格庄镇金岗口村","烟台市莱阳市吕格庄镇金岗口村助农服务点","37060301","2015-01-13 19:49:20","2015-01-13 19:49:20","中国银行","0","0.00",\N
"山东省烟台市莱阳市吕格庄镇江汪庄村","江汪庄村","37060302","2015-01-13 19:51:03","2015-01-13 19:51:03","中国银行","0","0.00",\N
